instruction_id                                                  , de, en, es, fr, ru
07a9969e65fce1a719bea357868f75dd66df3889f08a4b6082ed326848808a0d,  1, 10,  0,  2,  0
07d38955abe3f1af42fc7b9dc14a7d88d4b2a3eb4ef3f036a6b710d92834a8c3,  3, 10,  7,  1, 10
0849daadd4f1f0c4ab3f515cd3ca9594e0c7b6621cf24061c9f964e751a37711,  9, 10,  9,  9, 10
09451e5806fb9d27dd1adfc328417ad0efc514e39ab90deb2167ac4bb78fd219,  2, 10,  9, 10, 10
097572c96c901586e27a0554caa5f822595b806fc4921368713d5ac7d1121043,  5, 10, 10, 10,  7
09eaf7bd1b79eb717683d53e42822a3d8b95dce830eef85612eab4fd6c309f0b, 10, 10,  7,  9,  9
0a5f32d9a9d6069f163c45dc22dd42095491bc2adddcc19351acc4f00d5804cd,  2, 10,  2,  2,  0
0b21c018980af369cde5bb715ad99cb47ecff0d3d5768689ae16f731c77cc8fb, 10,  9,  9,  9,  9
0ba5e20fdd7186b434d163cb7fc4bc4ac3914585d51d4fe930905ab51f115f01,  9, 10,  5,  8,  8
0bc758add394371075ba82c7b07119c3572087deca16ac9d058897aa1f89faa4,  0, 10,  1,  0,  0
0c7f9da7e53ba315b549906eab3edae33618a90ab4267c1ae18f406ec518f2a4,  0,  1,  2,  0,  1
0ca76ef83dc9bc8cf5aa511aa522530abbb578117f25c2a4c87494b2712ff63b,  9, 10, 10, 10,  9
0cf3cc5af5b1cd795ca894ca15746ef8a90eabffadb7889749452550e33bd633, 10, 10, 10,  8,  9
0d6c63b91ed4c989de3bff475101e20a4c6b0a997b5afa0f52aa95a789ddd961,  8, 10,  7,  7,  7
0e28de5b70d2f3fd5f83270c78565f4b37edaa4008ebc7225781215215ef2285,  0, 10,  4,  0,  0
0eedd0273fb5a487998c376c451b572da21b1e9e5e1cb1fba6d30e71361f0026, 10, 10,  4, 10, 10
0f68dfe0510eb048e9cf755c4266a61ed3f135584c49933349a0ab2297f7c639,  3,  9,  6,  9,  0
103d60b24151a5539436e8e90f91f61dff5b97271f5efde4b6ba74f2a8c7cae7,  0, 10,  0,  0,  0
10503505518f4f501e5296d009cae18c90a042de52bd2d7c91a805681556551b,  7, 10,  5, 10,  9
111f4c2e4125dbb61d20adc91786dcc9111a4ea72c43036d5f757de7e78261c5,  3, 10,  3,  1,  4
12c35614404f14034ee0c3cd7d196525b65269bf49469f697aa353680693e5a8, 10, 10, 10,  5, 10
130e5ca6c831bd846ad253b39f656a37361677a996b7a988ebf01a1d2e15deb8,  9, 10, 10, 10, 10
1361d68463747531990101590c24b9ea444af74140ddd429bc256d82eb55d2d1,  8, 10, 10, 10,  7
13cb885a5a950db2e96a3601465b22a50fe31ef68bbd7c1d5e6d2dc36f2bae89,  5, 10,  9, 10,  9
13d7e6143f9cd5c301ce2ecf6d0e339ca0544646d942f9bea927f4ba671ab426,  7, 10, 10,  9, 10
142072f376de946c8e460891a37762c34e978f0f7b998ad5a272a6804e7b1e1b, 10, 10, 10,  9,  8
1454db482cc785bd6bbe46df52934cc2ed0c4c8f3ddbeca2e751f09c771aaf99,  2, 10,  1,  8,  3
146e3b91427cdd2dc17eec6c1a44517b3734b8e5830692b9d0cbb17dcd48894d,  9, 10, 10, 10,  9
14b640e399d13490eb9e0abe8ee4134d6c9823669b631f8a90031de94c8862da, 10, 10,  6, 10,  9
14d6ee864db1afecfe76d37d5f544055db9464efedce3a7596475537b6c9fa1b,  1, 10,  0,  3,  9
152f68d89673e32495a0edc22124a3960888656ec9dfbd788ce7b9da204f31af,  7,  2,  1,  1,  1
15342da2a3542ea109dd3be25525ebac64b93e700245e4b8c7f298e785116c79,  8, 10,  0, 10,  1
1567a58c2cc45b10654b5602a61d26e8336d766744a8f48c2543b243cdf0f7b0, 10, 10,  5, 10, 10
160a8bf1b99d30813fe6621a62c4d72b876e3d056784ff447bce17714d13dd71, 10, 10,  9, 10,  5
16501ec47d2deb480b08975cc458123db854f6cc0e7e227eeb4d4216a3d9ad58, 10, 10, 10, 10, 10
16ff5cbb0560748600cc8d7edc179130730f5ea09ed83991ec3cf89a9fcd2e43,  8, 10,  6,  9,  8
172c64b0708ee727a8ce12dbc20e9fee07d1a0b544565f7d99cc13109393436f,  8, 10,  8,  8, 10
179e0628c214b0c27d6d05a4c1a11729a5bd9360681d0b493793b28bb83d3ae7,  1,  6,  4,  7, 10
184d92f8f1d09422716a8540ac6d91942e4246bd5d78f8873c56d60c627d7243, 10, 10, 10, 10, 10
19d8f91b220eb00a9461730223c176ea85ca64cc8816059ed2b8796c583ac7a1,  0, 10,  0,  0,  0
1a4c8b2d1ea05a8b6282b531e28f5e344d28cac816f29f6b5789fce12280cecb,  9, 10,  9,  6,  0
1ba280b0dc26d0a6a9aeacc0f899c4258c7df82308d71f523b3ca61deec28c87,  9, 10, 10,  9, 10
1c1c26c86d663991c40e4480e74806d1a9f49651d7a023efbb37aaa47147053b, 10, 10, 10, 10, 10
1c5e41f1fb8755ae2248032abde3ab4981eac91ec6de42a8ab38bee169b2900b, 10, 10, 10, 10,  9
1cc0962a573012078a840beea6231c7476fa653b67bd56e8057c2d3c30556acf, 10, 10, 10,  9,  8
1e19efa146c6a337bc5e94f0e49eac0ba1245e6a58b02533ff05158f7c1bc3d9, 10, 10, 10, 10, 10
1e4d07c7476078a07feab95c2186bcf39a1acb1234d19112f4d4a05c455cdef6,  0, 10,  4,  8,  8
1e4eb924b0ae042d165032633acfaa99b8b979f70aa02c6bc09b957d2357f8ea, 10, 10,  0,  1,  0
1ea6ca4ad9775e38a5c7d4e03f0d61d4a7e03d2b87ec3a283ef728be43fa3f82, 10, 10, 10, 10,  9
1fb6d672911b6a57570adf867a5ebf5694c170e7c61df9878dd35353c36f7dff, 10, 10,  8, 10, 10
20c3eaab65c232199abe937579a149ae8d806924787ab94b6d43abdf9594a8e8,  8, 10,  3,  8,  9
214248dfe4ec1343eb39808f28946593267521e5c49a4373ec4cfc55143209c0, 10, 10, 10, 10, 10
215b94a3b1090002f28a62d87b87435d69748745ae1d88a0d094a4401a1e48eb,  9, 10, 10, 10, 10
2178acecaed66cd5c68988a77b036cd86c0bf6d211c3b3e6251d3190696d0002,  9, 10,  8,  9,  9
21df3c9b48a773394839f1a04b58ca0e5f564fce2498242c2288ac60c66cf8d4,  0, 10,  0,  0,  0
21f278c546ac6e476dea556c7f2e009a219869fc3b07149ea09b6e9d35520441, 10, 10,  8, 10,  9
22819e57c9129f29da22b286e7eb805c40d5377945e9f14d913148b1d62f4cb3,  0, 10,  0,  0,  0
22f81e2e02bf858c0856073c3520a327f69ebf7794125aeb93627838bbaea833, 10, 10,  9,  9,  8
231f84c30a0f394a0530020df93891d15be6f1c23243fdcfbd826810347c036f,  9, 10,  5, 10,  7
2358edf5b4ea9bdfc99843361b9d545996b54e86f3d5e3ae7cc4475ae9da986d,  8, 10,  6,  7,  9
24021d998b597688b299fe849bb0ad0ff4a9674b1fff356b2f159300b941fa47,  7, 10, 10, 10,  5
24927948ed6cd09bb8ba3c51cf43c4343741126d4d785acbce05e9ab780765c6, 10, 10, 10, 10,  9
24d75fbdf442df30adde1966b5aa6bf492a94ec99d120e0a77fb2c21ed2b1b74,  8, 10,  3,  8,  7
253efe3a820ee414f4ba8f693db1a2b0d320fdfb2715db8bbb9e9b523f512099, 10,  0,  0,  1,  3
254463d964942e8b2d4ebc828df77c4930e0cfa09e8ac6012790f904cda527b7,  0, 10,  0,  0,  0
25c4ddfb40aee8a9c48d2c80ec4437e2f2ba6abdcb0ad2cb8cef5f7e168ef5f6, 10, 10, 10, 10, 10
269c37d3f12948a708e2887e52d58d520aeb337d7efbe0719db48ef41ccc5e82,  9, 10,  9, 10,  9
2781330f140f5738b57ccfb1424dc9e8ffa625f0fa7b362258c32fced06a8af1,  0, 10,  2,  0,  0
28c819549da7cbeb48a0176c4a2c10e1fd35d9835fa9e0a835e01cd0231aad3d,  4, 10,  0,  9,  8
28de8ab0dc2e7a14e1187e5c2c8ec5057b1b1af1cc54c568b77bdade233b634b,  7, 10,  8, 10,  7
29e4775da84a2a0f1f32ea21d836b3dabf338f83af7a9a4a81a38bf5ecb4a434,  6, 10,  9, 10,  9
2a404abcddba8022d963eb5bb67c9fdab7b9158486977f16d3683bf308820291, 10, 10, 10, 10,  6
2aa8605df42ebca1b4a11cbaf528d2f3aed0fa49e6c6be165894f794f623e5fb,  5, 10,  0,  4,  9
2aefc6e767e8053d58929c141d81acc98b5aa06a00c3325c477a87ba64096b13, 10, 10,  9,  8,  7
2b971844320bee10c0ddb5b924d99020db567127caee4e8ef726124f9019604b,  6, 10,  0,  1,  1
2bd5d76407233a5bf600250f09763c0c44b2e2637283e2f9bca4843ea3225c81,  1, 10,  2, 10,  1
2c2f39b8e47694e5be4d74c388429adad5c236b0704520eaa81f1d3cc167a82f,  9, 10,  3,  0,  0
2c56ba78494e7c4dcbf9da85b448985a64db28163346c26bbd0a8282e558f9c0, 10, 10, 10,  9, 10
2d00544111f52a5063087cbc8c6bea04fde08ea0167cb73b3a06975e4c90d4d2, 10, 10, 10,  9, 10
2f4d32d8515950b8874c577f117da479a4f1442a799c605704dcfcc818162fa0,  8, 10,  2,  2,  0
2f5964bee7777c30e85bfcb624b0b466698076a30e98615176af1ea6c83dc519,  6, 10,  6,  9, 10
2f602debab362cc5bc2a30add89741ef093351105da29cb1ae7d42955ec2e6ae,  0,  1,  1,  1,  0
2f69690bcdd422ffd87192a59f5e8050459c9e05995441e95b35b02bf06559d7,  5, 10,  5,  6,  3
2fc88d2bc43044a087afe9eab9e005d63286cc428107ffc1f6ff613b5545d921,  1, 10,  3,  3,  0
3072706b05d44657fcb0ed0675e035ea4dbe039b63514dec695ec55720f2ef4d,  8, 10,  5,  4,  8
325b94890a39706010740c727af1d496bfef2c8bb9bcc65e400e7b4a632c4041,  9, 10,  3,  9,  9
3329c2a7667a571687d1043b478be064abcac716a55a2e5437e8e1742632abc5,  6, 10,  4,  6,  9
342bbcc941ae2cf593c9365cc909f45b2064ef7c384442c8aef558eb979dd38e, 10, 10,  4,  9,  6
344f0dfa108a757345b3dd9ac77833efc08810fd9b25c8cba140b6e383ba06a7,  0, 10,  1,  1,  0
35521c865d021bdfc33df7370b45a88c2ed813053f3af544006a268ea4289877, 10, 10, 10,  9,  9
357982d5f5e0fabae200c84ed78c525329371f8c7ddbf219b5176102d40ebc1e,  8, 10,  9,  7,  5
36923f987f5a2cef786cb1a54d8540eb3991c76c344ad5c93490dc0031678f32,  0, 10,  4,  9,  9
3799730f6df0c71750b4f343ca633156982a520aad6b2eeb24a3dbe81418e5a6, 10, 10,  9, 10, 10
39537e94bf145d89e9dcc8f57b96c07567944ede41382cfb12aed217e1754c3b,  7, 10,  1,  8, 10
39546ab2e121ea07f8f09dd628813d97799313f23fd20dc926c60e9aac719b98,  6, 10, 10, 10,  9
397d8f5c18e4159a7a42e57c2e71a2f582f29d9c89277a4b8c19501e1fc43af7,  9, 10,  9,  6,  0
39c90e74b67e00ccd5039e4c7ed15ff6254253651c980b8d13cf9d9d2e1fe8f7, 10, 10, 10, 10, 10
3a21bd422cec1811212896e2372bb0c45a7a3c6031cac0a57c6321e8b7b075b7, 10, 10,  6,  7, 10
3a627661a53085bd6ab7dd209e9e88299d1929a7050b2b84e9295d1bac8116ea,  9, 10, 10, 10,  9
3a8af7545e29baf65710321df93a337f32fe2d773beb9ac6f7c4e47946e2dfb3,  8, 10,  5,  7,  5
3b53f2350a96f8dc26b75c63492909ea021d0138e80582ce589b3f7a1523573a,  9, 10, 10,  9, 10
3b5b238c98a2de3555dc11fa6a07059155a060f5fd327292f3ca5594765df776,  0,  1,  0,  1,  1
3b67943d3ee735a4bc7155222304c3e852129245f3431d663ade0148098cd1be,  2, 10,  6,  9,  3
3bbbb85759a8a91748ad55c22f2934c8301a19f8ba5e963c0ad87bb03bb0a731,  0, 10,  0,  0,  0
3c2a87ee24a34761459a6ed0ded819e0d48237e20ca1149daaa390cc15784531,  6, 10,  3,  5,  3
3c3a0e53d92117432d3048fcdf37967ec8d901ac2a2c0d5d5baa3455b7797672,  0,  1,  1,  5,  0
3c71644d0275de874ab87c6f11d451567209680a53d3893e2a1ded70f5b19113,  9, 10,  7, 10,  8
3c7ab64e11200476f0d518945cb7cd5c622fb0eabe8bb28d76f5b7f0e7d16fc8,  2, 10,  5,  6,  2
3c864c133b103334cbb9ab5a94c022bedd4427dff967f46bba82624abed75646,  4, 10,  8,  1, 10
3d5ed355c31e887756fdbc5d9858793e8c7822311483cd40e8a749f4ef519b45,  0, 10,  8, 10,  0
3df731b909ac2bf183d389c88accd32ee099a1b3f9022d6ee12e7a2c489770a7,  9, 10,  7,  8,  7
3ea4186ad8f7894e5b639ced0140fc601aa8efb9b4a22e621db630166fa25a4c,  4, 10,  2,  7,  2
3f72708678d2353314c2384f7c907af9f7de148bb324c21e3cac8c14e88132a3,  2,  1,  4,  3,  5
3fce2a62dba30b31b17e6f9bebb628822a9e397460275a7a7061a2fe77ad0913,  0,  4,  0,  1,  1
4006e2d420478185711ea7205bdcbbd4b8cd2b9cc00d7bd5b8dcc8c098628736, 10, 10, 10, 10, 10
40526b87f180e0984ee7dd2bb36baba2f45525840a355c7478910783b7879b97, 10, 10, 10,  9,  8
414f7e078ffb510e3a343e5c0cf9dcfee98cf0ffa2a896f7fd01857ca13c0cd6, 10, 10, 10,  9,  9
418a102bb6782d5a4b1366fa75702be2179fff1aaab2d96d9cd8d7eba0fc6d78,  2, 10,  3,  6,  1
41901e804d154c05833e7cd0e124fa2e9af2d2240d27d78f30a83e0e68331794, 10, 10, 10, 10,  8
420688770bb72df97c2d591a84c423ccb3ac3ea97d9b6fe779622a858f1c3cfd,  0, 10,  2,  1,  0
42bed6a5002d6187a0d89878da657801f2d5f5b79f71ba2bd37bcb899f10ff9a,  1, 10,  0,  8,  6
43f5087740e7c58164fb27289460977719908b3d6a72d339ba6a3ad16f7c9f60, 10, 10, 10, 10, 10
4419e5a76b8331add02765cb4070160520133e83f45747a74f5258650d8edd93,  9, 10, 10, 10,  9
4439a56bd8c1468c5e4aed14a27ad9649683881f871d5530f5ca14767cd4ad2d,  8, 10, 10, 10,  6
453b90031cba73e99f90a1124d7f4ae6ebe5c1f15616535f0f44ff13140d7537,  9, 10, 10, 10, 10
45585552d946e61043c1745cdd58b4e17543b371f938046d49ac0d4cc62b1115,  4, 10,  8,  3,  9
4577e29cb7c3912380153e2ec9811cd97d9bfe3e06d84a27ca796e1a66ddd874,  8, 10,  8,  6, 10
458f8bcd3378918358177eabc4dadd8187435f0858a60ccbcd39072105082231, 10, 10,  3, 10,  6
46ec15baa1fe6e18b735949b121591a02b90dc1caf58d96d65d61c0f5ab02614,  9, 10, 10, 10, 10
46f51a1916f3d5a63528bb248a634de7dd6bc712c3853c7b771fd17e44215c9c,  4, 10,  3,  7,  4
484e1908bb041359a135844a99125a8362cc793b467f8a88d6b5796b72505471, 10, 10, 10,  9,  9
48e55285e74da1c9cb37e66c86e6a59789bba9186aae16d62ba1144b35ea6e0f,  6, 10,  4, 10,  4
491cc86492ac543d9769b2374aa2498b4c9b717edf0d35054479e811df7b58f8,  9, 10,  9, 10, 10
49fd2c4b5c86ba78368657df53efb5bc2f94b13cf5d92387a7218086e1a9727d,  2, 10,  5,  2,  6
4ad602c145722f81d340d344e924e6d5196e2e3d1918a63a7af46dcff65f75f8,  0, 10,  6, 10,  1
4b4e8682128424e1d1768a95d1bfc1c4efaea0e8e5a8002d5cf3d2d0ba6d9d64,  0,  0,  0,  1,  0
4b5e80826190b2cdd52819dfb8c3e92e15385e2af9835c6fae3a024e0edb1f63,  9, 10,  5,  8,  8
4b683b3705b2ac7d85f4249cc462f0360e8139dff8d6e9ef878d00f2cc8212c7,  0, 10,  0,  4,  0
4ca16fd0fa8376c165ebda4c0a38695d53a58feca057845ae8c606a0a9cea804,  1, 10,  0,  3, 10
4cfe304b1bbbfdb2487178938660e0683746afa9b31ad3601b81997da09719c9,  3, 10,  8,  9, 10
4d2430eb5acf44e9fbbf6ef7ac698bf6121333a0651a40e8c7be5ce68aa066ef,  6, 10, 10,  9,  7
4e3b8c6d7fb3c93845762777260a03ab15f217a8cf24053865bafa1a6b7650a4, 10, 10, 10, 10,  7
4e70cd009582ac4e95739f39d858f578261e242eef396a97f3f81902be75b449,  7, 10, 10,  9,  4
4e8253288cc21052b85bc78e179f79aedfdaea1b4938cc63d083f44518f12ecf,  9, 10,  8,  7,  8
4ee90fb1d56cce8673bc677c2f9f0f6b7a099c963a172042cb2a2bb4b2bd1bf9,  6, 10,  2,  1,  1
4f52e225f07adaf4b243647c37156554f90dd7958c1363206648ff26d683c918,  8, 10,  6,  2,  1
4fab86bcef41ce12dd1e4095a4dfa656187a6ee4f482db23699658e31b41a17b,  2, 10, 10, 10, 10
4fc9b8b87433d341f82a5928675500aaa868e6e4d535a51536dc451d86e85b9e,  9, 10, 10, 10, 10
50dd0be940f8cdbb7b95dd2c4885d6e0e8757b76771eef6fb8d2ccd7811ef85f, 10, 10,  0, 10, 10
52752832d898132d14aa4d9fa6ef3667f075f8fa5ce3523a8d0e83db465e6a70, 10, 10, 10, 10, 10
52d5ddc5bebbb32c1fbc409a0e8719866326419caf62fb3309f312e1158659c3, 10, 10, 10,  9, 10
52f75490ef01119eb940b11b1f14a2f2738da53efcb22d2f4fc94965a0294cbe, 10, 10,  5, 10,  9
53015e7615ee8eb0081c7e660d80237612cf89cc531b97826ce6ccd79acc9493, 10, 10, 10, 10, 10
5329452eae1b3d6706d6307c2eca23a96d12b3631dc6c235062bd95e23ec9f93, 10, 10,  9, 10,  9
53a96d54d6a3024c1ee671d5ab356a29f32face55e9536795156bd2ef7c12329,  1,  0,  7,  0,  8
541a19ff803aff87d6eb3332287d9e7e110a31342bc5b23e5351cf6e2ec069a1, 10, 10, 10, 10,  9
543c93c918a9580482649f4537662513ac05d7b2678b1dc3246fb47198d85137,  9, 10, 10, 10,  9
547417156eca0d5034e59fc066f81d946e680877485323a88799c43839e68271, 10, 10,  5, 10, 10
54bbba4812c145c68be8ef74a3bae1c68f2233785eb3d57e4d660bff0298f62a,  1, 10,  1,  4,  0
55b743a9b81d27115013da5baf0dcfa743ae83b6fb7b79529525437b89e72c5b,  9, 10, 10, 10, 10
55e547dcaed0497492444521277362565a15aa23bb50f1d166314f591621fefe,  8, 10,  7,  8,  8
56c356f496a33fa5b2cb49198c5b066a30d5fe763f726ac657df80bb709702ab,  0, 10,  0,  3,  0
574fe1d935e94149cbe626db1ab14c9ebe4465fc6db8e9d768388fc81d0d958c, 10, 10, 10,  9,  8
58287fcf3433c47cce173e2bef7ccb620fefb7e60dfd4da8e120e3a900ed3b9a,  2,  1, 10,  2,  1
5846b04b2e02634dcc0b143eb187e5689df881c6a266beac106d6b82440ce31a,  8, 10,  8,  8,  8
594ea3cfc439af83602ccbf310a6901a6ea5a121a7ad1fb0396b23dd779cce3c,  0, 10,  5,  7,  3
5a14560b43ced48ee9811a2767472d4ce0821e6718d928625a758b16b79407e7,  8, 10,  4,  6,  7
5a21ea011f57dca6d4a058c58e7432f9d8b4b837a291d813e3645bc0132f235d,  0, 10,  0,  5, 10
5aeae5b1a27b8daaae683cfed956ee6b0b55c4216ea77685c8b31e126788b376,  9, 10,  9, 10, 10
5b55a2cd5b747a342b4e88b6a0d6b3dead7fca0e4cf6ca2a63cadae96f32b107,  4, 10,  6, 10,  5
5c1a7ffe6f197caade7a874c0d6c4a12efc02770ae02d6bc40b8221eb1c3f883,  2, 10,  2,  9, 10
5c7d6a60e58cab4cf637305c2e8c504485c3fdcea77cc2fa455627461b7ba669, 10, 10, 10, 10,  5
5c899d3dfb33161550b7ab1b797bdb6a08b5a024e1e01b870e2550d82d019b99, 10, 10, 10, 10,  7
5c939271289c7acce8b07891d0ddb374d843f823ec45fed480b93cab15aac2d5,  6, 10,  6,  5,  9
5c98d4599c3a1edf6de93500bdb52c64369688f9f0239b882eb1db06594c4f59, 10, 10,  5, 10,  7
5cfc531208fbd8a00dbf6e666c1df93366adc659a5ed2fb8aeef8389c13ee969,  9, 10, 10,  9,  8
5dd197e093eaf46393ae712a8ac2d8fded7db7f7a475c8c5e10038c07846740f,  7, 10,  3,  7, 10
5e5a9dad219feab3ecca820a0af13a5555d53a09a83fe48ad3391aecb425fc35,  7, 10,  3,  7,  2
5f01049f5dae04cb606bbce65717b14b7413e1ab87fbb60f3015796dbe97f704,  8, 10,  8,  9,  6
5f494d1773f58479b798d0e3f6daf578329681cac4b97934149b64f3dc3c15a7,  1, 10,  1,  4,  0
5f6a948168dca35c31ce8d33cc1e33052bdf91aa2011a36d23064033f779dc47,  0, 10,  0,  0,  0
5fc9e914d43ba5f85e97007aeb1bafb7ae531e83db4984e37ae73d1e7c7675c0,  0,  0,  0,  1,  0
604691e16ea637b9bd46766520b1c6865cf19f053ca9aab62574a35821be4c8f, 10, 10, 10, 10, 10
604ce18d2fdf3263caf7cc2f83a46ab0a8548462329cdb9d0ddadac90efd0dd9,  0, 10,  1,  9,  6
60ddfef31c78849da288bb74128ce3a1ebe4456049699ef26a3a6d8d9cc38588,  9, 10,  9,  9,  9
61a9d12fd16915cfaf53032201a122996deeee777c713fdaefc405f6cd9e819c,  6, 10,  0, 10, 10
61db7826de37259448c16e22c5b9667212d73ada714bfc52a74242708fd28fb2, 10, 10,  5, 10,  7
62188d1df870197110e3a1d0aebe81ee037876b310209924f3fe3535ba372dab,  7, 10,  3,  6,  9
62199f4dba295f44cf61956f1bcc4f65cdc98943065292fddcf141af072e6d23,  5, 10,  6,  5,  0
6304d7ece1e216ee91c8fbc4accd6d0e385d3e7009494b9d7d321a5b959ea7da,  9, 10, 10,  8, 10
635ac89ec7098ae5c44ec31fa711f9f69d80793b941fa669b768bf33e5aa20dc,  8, 10,  6,  7, 10
63b490125e485f4bf7c60e9705799b1b5af3aa804962d4021e85b739c74eaeb8, 10, 10,  0,  9,  9
63d26f967254081949b0f23332efb69b0f2447c946e9048c95023cce4b13c91b, 10, 10, 10, 10,  8
64bf59d1e0dda883768bd6ab282aee0b04b1f9861bc94de404c55ff4ceb69ce1,  0,  9,  4,  5,  1
65215a772955b4562e095a6105556751ee1d665f507e79bcf1663d628816203d,  4, 10, 10,  9, 10
65b7476396093db797840e83dc01d167862bfb625b278077005db9d4eaeebece,  5, 10,  0,  0,  1
65f0cb8b3d3ca8ff8cb1e884785800825efccc17516e2228c012c77a702077ec,  7, 10,  6,  8,  7
66955934f961b7a0209c5eee9c41e8323e2eb443f0525378fa4fa93108cc627e,  9, 10,  9,  9,  9
66ba1aaebf3608b50d7fef30233c523e46c754eed0ce7d07d4b3fb07f6113088, 10, 10,  9, 10, 10
672366cda85fda3399913d95b191cee1e6aebdd5de962e6afdba563917e9c107,  5, 10,  3,  8,  6
682b4d1be327112338b926530c2b06555849ca32d0db87b8c354cf4267dcc08c,  0, 10,  2,  4,  3
684f2e44edde15b14a22d5889cc0e6ee399c3e13851cd7123656fc467e55356f,  6, 10,  7,  4,  6
6889e6c374da286858b88ab665f6ed032bd91e267c895e0f707fae1ecf810a44,  4, 10,  1,  3,  2
696d2a17a232012065b59e7adde65b2ab191bcf3b700bebe4fc9cf7db029c7c0,  4, 10,  8, 10,  5
698a4f8f49e412d237f952af35defcddd50be1a5c5b3a67223b05deda9425bcd, 10, 10, 10, 10,  9
69afa0825f95756d56ac15251303c2066c10450069ac02aa2bea814f08ea10ce, 10, 10,  5,  9,  8
69b57ab966d914544a60ce0a0f9ee59b9cf28a72713ed73cf4d351e3276aa78c,  7, 10,  7,  6,  2
6a52b3a6e9891dd1118c6c6f14bd85f67044f00dace4f8104c9774dcc9d0661c,  8, 10,  6, 10,  8
6a586b97b16435a90b6a7b8d49ffce355ccdcec54866cf74d365fa926c51149a, 10, 10, 10,  8,  8
6a8fda57289d82b87d88fc94cdfc459a66f6580dd086662069738eb1bf8b3806, 10, 10,  3,  6,  6
6a9cdc6ff0a9113816467fe3e7550ed44587d5b9cabe7936c44e7c21fb8a5eab, 10, 10, 10,  9,  9
6af0999be1b0ffaaaa10eb9953981c51303a0d6f053778b1f31ade21df2ac4f8, 10, 10, 10, 10,  8
6cac2e885b7f2d746740cc890660149c693db4513165f3ee9c49d9b17508233f,  0, 10,  0,  1,  1
6dd82ae2d00166904b288cdd3c8346764f347147046342c3a9ee52b60b1bea79,  7, 10,  9, 10,  9
6eee09f302d652aafafb105bcb92d55245e488f6569a2e16127c74affe30dce2,  3, 10,  0,  4,  6
6fffad148c9d8d5aaa6e7cd18bccf68af074b1bf39183af81bba47f53d5cbab7,  4, 10,  0,  0,  2
70d5cde54a4ac09240a08025d0559bd9c4fc3da1fee3f6cfc6ddfb979b0217e9, 10, 10, 10, 10, 10
7175ab3367e589fa2cc18fb224a646f16683b9bbfab1f3073153642dc633cc40,  8, 10,  0,  6,  8
72b546f8719bcce16bd18d1521da4b8a9bf4651ee9d0e718985b292b504066f2, 10, 10,  9, 10, 10
74ecf1b0e7951fa38e7e7f000c59a1b3738be7b2d18ed7449e0aa510688b74c7,  8, 10,  9, 10, 10
758b3748f8032c2fa8d1c91607060015561ef1ba23edaae251e03a883e19ac29,  0, 10,  0,  0,  9
75a748847d927d308786e4c61e8d2d86fe61298291cb51626ce15a4491e4bacf,  9, 10, 10, 10,  8
75c2b54946fc3edfd89e7566982afba3b2bef68be3d3c057c3ae94dedc01e985,  7, 10,  9,  7,  3
76931dc14336c19ec7d7b5248d8b37c6bef4b8f577fc6d743d23d90f994eea3a,  9, 10, 10, 10, 10
